idx,rsmi,psmi,rinchi,pinchi,dE0,dHrxn298,rmg_family
5611,[C:1]([C:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C:2](=[O+:3][C-:4]([H:11])[H:12])[O:6][C:5]([H:10])([H:13])[H:14])([H:7])([H:8])[H:9],"InChI=1S/C4H8O2/c1-4-5-2-3-6-4/h4H,2-3H2,1H3","InChI=1S/C4H8O2/c1-4(5-2)6-3/h2H2,1,3H3",109.52774,69.96752,
5612,[C:1]([C:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C:2](=[O:6])[H:10])([H:7])([H:8])[H:9].[O:3]=[C:4]([C:5]([H:11])([H:13])[H:14])[H:12],"InChI=1S/C4H8O2/c1-4-5-2-3-6-4/h4H,2-3H2,1H3","InChI=1S/2C2H4O/c2*1-2-3/h2*2H,1H3",67.79682,3.8549300000000004,
5613,[C:1]([C:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],[C-:2]1=[O+:3][C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[O:6]1.[C:1]([H:7])([H:8])([H:9])[H:10],"InChI=1S/C4H8O2/c1-4-5-2-3-6-4/h4H,2-3H2,1H3",InChI=1S/C3H4O2.CH4/c1-2-5-3-4-1;/h1-2H2;1H4,79.06938000000001,34.12879,
5614,[C:1]([C:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]1=[O+:3][C-:4]([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9].[H:10][H:11],"InChI=1S/C4H8O2/c1-4-5-2-3-6-4/h4H,2-3H2,1H3","InChI=1S/C4H6O2.H2/c1-4-5-2-3-6-4;/h2H,3H2,1H3;1H",81.87467,75.20182,
5615,[C:1]([C:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C@@:2]([O+:3]=[C-:4][H:11])([O:6][C:5]([H:12])([H:13])[H:14])[H:10])([H:7])([H:8])[H:9],"InChI=1S/C4H8O2/c1-4-5-2-3-6-4/h4H,2-3H2,1H3","InChI=1S/C4H8O2/c1-4(5-2)6-3/h2,4H,1,3H3/t4-/m0/s1",78.76831999999999,64.84645,
5616,[C:1]([C:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],[C:1]1([H:7])([H:9])[C:2]([H:8])([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[O:6]1,"InChI=1S/C4H8O2/c1-4-5-2-3-6-4/h4H,2-3H2,1H3",InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,98.44418,13.8683,
5617,[C:1]([C:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],[C:1]([H:7])([H:8])([H:9])[H:13].[C:2]1([H:10])=[O+:6][C-:5]([H:14])[C:4]([H:11])([H:12])[O:3]1,"InChI=1S/C4H8O2/c1-4-5-2-3-6-4/h4H,2-3H2,1H3","InChI=1S/C3H4O2.CH4/c1-2-5-3-4-1;/h1,3H,2H2;1H4",93.24558,71.75495,
5618,[C:1]([C:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],[C:1]([O:3][C:4]([C:5]([O+:6]=[C-:2][H:10])([H:13])[H:14])([H:11])[H:12])([H:7])([H:8])[H:9],"InChI=1S/C4H8O2/c1-4-5-2-3-6-4/h4H,2-3H2,1H3","InChI=1S/C4H8O2/c1-5-3-4-6-2/h1H,3-4H2,2H3",122.56062,75.17313,
5619,[C:1]([N:2]([C:3](=[O:4])[H:9])[H:8])([H:5])([H:6])[H:7],[C:1](=[N:2][H:8])([H:5])[H:6].[C:3](=[O:4])([H:7])[H:9],"InChI=1S/C2H5NO/c1-3-2-4/h2H,1H3,(H,3,4)","InChI=1S/CH3N.CH2O/c2*1-2/h2H,1H2;1H2",87.83232,38.55434,
5620,[C:1]([N:2]([C:3](=[O:4])[H:9])[H:8])([H:5])([H:6])[H:7],[C:1]([H:5])([H:6])([H:7])[H:8].[N:2](=[C:3]=[O:4])[H:9],"InChI=1S/C2H5NO/c1-3-2-4/h2H,1H3,(H,3,4)",InChI=1S/CHNO.CH4/c2-1-3;/h2H;1H4,86.25480999999999,-1.72868,
5621,[C:1]([N:2]([C:3](=[O:4])[H:9])[H:8])([H:5])([H:6])[H:7],[C-:3]#[O+:4].[C:1]([N:2]([H:8])[H:9])([H:5])([H:6])[H:7],"InChI=1S/C2H5NO/c1-3-2-4/h2H,1H3,(H,3,4)","InChI=1S/CH5N.CO/c2*1-2/h2H2,1H3;",80.95023,12.98835,"1,2_Insertion_CO"
5622,[C:1]([N:2]([C:3](=[O:4])[H:9])[H:8])([H:5])([H:6])[H:7],[C:1]([O:4]/[C:3](=[N:2]/[H:8])[H:9])([H:5])([H:6])[H:7],"InChI=1S/C2H5NO/c1-3-2-4/h2H,1H3,(H,3,4)","InChI=1S/C2H5NO/c1-4-2-3/h2-3H,1H3/b3-2+",70.30523000000001,14.80587,ketoenol
5623,[C:1]([N:2]([C:3](=[O:4])[H:9])[H:8])([H:5])([H:6])[H:7],[C-:1]([N+:2]([C:3](=[O:4])[H:9])([H:7])[H:8])([H:5])[H:6],"InChI=1S/C2H5NO/c1-3-2-4/h2H,1H3,(H,3,4)","InChI=1S/C2H5NO/c1-3-2-4/h2H,1,3H2",93.92994,76.37429,
5624,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[O:4][C@:5]1([H:11])[C@@:6]23[H:12],[C:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]([H:10])[C@@:6]2([H:12])[O:4][C@@:5]12[H:11],"InChI=1S/C5H6O/c1-2-4-3(1)6-5(2)4/h2-5H,1H2/t2-,3+,4-,5-/m1/s1","InChI=1S/C5H6O/c1-2-4-5(3-1)6-4/h1-2,4-5H,3H2/t4-,5+/m1/s1",49.62673,-37.41872,
5625,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[O:4][C@:5]1([H:11])[C@@:6]23[H:12],[C:1]1([H:7])([H:8])[C:2][C@@:3]2([H:10])[O:4][C@:5]1([H:11])[C:6]2([H:9])[H:12],"InChI=1S/C5H6O/c1-2-4-3(1)6-5(2)4/h2-5H,1H2/t2-,3+,4-,5-/m1/s1","InChI=1S/C5H6O/c1-2-5-3-4(1)6-5/h4-5H,1,3H2/t4-,5+/m0/s1",57.0723,38.80705,
5626,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[O:4][C@:5]1([H:11])[C@@:6]23[H:12],[C:1]1([H:7])([H:8])[C:2][C@@:6]2([H:12])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11],"InChI=1S/C5H6O/c1-2-4-3(1)6-5(2)4/h2-5H,1H2/t2-,3+,4-,5-/m1/s1","InChI=1S/C5H6O/c1-2-5-4(1)3-6-5/h4-5H,2-3H2/t4-,5-/m0/s1",57.584619999999994,52.46548000000001,
5627,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[O:4][C@:5]1([H:11])[C@@:6]23[H:12],[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C@@:6]2([H:12])[C-:3]=[O+:4][C@@:5]12[H:11],"InChI=1S/C5H6O/c1-2-4-3(1)6-5(2)4/h2-5H,1H2/t2-,3+,4-,5-/m1/s1","InChI=1S/C5H6O/c1-2-5-4(1)3-6-5/h4-5H,1-2H2/t4-,5-/m0/s1",44.65387,20.822329999999997,
5628,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[O:4][C@:5]1([H:11])[C@@:6]23[H:12],[C:1]1([H:7])([H:8])[C:2]([H:9])=[C:6]([H:12])[C@:5]1([O+:4]=[C-:3][H:10])[H:11],"InChI=1S/C5H6O/c1-2-4-3(1)6-5(2)4/h2-5H,1H2/t2-,3+,4-,5-/m1/s1","InChI=1S/C5H6O/c1-6-5-3-2-4-5/h1-3,5H,4H2/t5-/m1/s1",51.94339,29.592959999999998,
5629,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[O:4][C@:5]1([H:11])[C@@:6]23[H:12],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]([O:4][H:11])([H:10])[C@@:6]2([H:12])[C:5]1,"InChI=1S/C5H6O/c1-2-4-3(1)6-5(2)4/h2-5H,1H2/t2-,3+,4-,5-/m1/s1","InChI=1S/C5H6O/c6-5-3-1-2-4(3)5/h3-6H,1H2/t3-,4+,5-/m1/s1",64.34577,30.47327,
5630,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[O:4][C@:5]1([H:11])[C@@:6]23[H:12],[C:1](=[C:2]([C@@:3]1([H:10])[O:4][C:5]([H:11])=[C:6]1[H:12])[H:9])([H:7])[H:8],"InChI=1S/C5H6O/c1-2-4-3(1)6-5(2)4/h2-5H,1H2/t2-,3+,4-,5-/m1/s1","InChI=1S/C5H6O/c1-2-5-3-4-6-5/h2-5H,1H2/t5-/m1/s1",49.77347,-17.49138,
5631,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[O:4][C@:5]1([H:11])[C@@:6]23[H:12],[C:1]1([H:7])([H:8])[C@@:2]([C:6][H:12])([H:9])[C@@:3]2([H:10])[O:4][C@@:5]12[H:11],"InChI=1S/C5H6O/c1-2-4-3(1)6-5(2)4/h2-5H,1H2/t2-,3+,4-,5-/m1/s1","InChI=1S/C5H6O/c1-3-2-4-5(3)6-4/h1,3-5H,2H2/t3-,4-,5+/m0/s1",81.92581,63.749669999999995,
5632,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[O:4][C@:5]1([H:11])[C@@:6]23[H:12],[C:1]([C:2]1([H:9])[C:3]([H:10])=[C:6]1[H:12])([C:5](=[O:4])[H:11])([H:7])[H:8],"InChI=1S/C5H6O/c1-2-4-3(1)6-5(2)4/h2-5H,1H2/t2-,3+,4-,5-/m1/s1","InChI=1S/C5H6O/c6-4-3-5-1-2-5/h1-2,4-5H,3H2",37.01988,-10.69051,
5633,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[O:4][C@:5]1([H:11])[C@@:6]23[H:12],[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@@:5]1([H:11])[O:4][C:3]([H:10])=[C:6]2[H:12],"InChI=1S/C5H6O/c1-2-4-3(1)6-5(2)4/h2-5H,1H2/t2-,3+,4-,5-/m1/s1","InChI=1S/C5H6O/c1-2-6-5-3-4(1)5/h1-2,4-5H,3H2/t4-,5+/m1/s1",38.851929999999996,-35.20644,
5634,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[O:4][C@:5]1([H:11])[C@@:6]23[H:12],[C:1]1([H:7])([H:8])[C+:2]([H:9])[C:3]([H:10])=[C-:6][C@:5]1([O:4][H:12])[H:11],"InChI=1S/C5H6O/c1-2-4-3(1)6-5(2)4/h2-5H,1H2/t2-,3+,4-,5-/m1/s1","InChI=1S/C5H6O/c6-5-3-1-2-4-5/h1-2,5-6H,3H2/t5-/m0/s1",102.04425,8.68032,
5635,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[O:4][C@:5]1([H:11])[C@@:6]23[H:12],[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C-:3]=[O+:4][C@@:5]1([H:11])[C:6]2([H:10])[H:12],"InChI=1S/C5H6O/c1-2-4-3(1)6-5(2)4/h2-5H,1H2/t2-,3+,4-,5-/m1/s1","InChI=1S/C5H6O/c1-4-2-5(1)6-3-4/h4-5H,1-2H2/t4-,5+",51.01462,9.50112,
5636,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[O:4][C@:5]1([H:11])[C@@:6]23[H:12],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]([H:10])([O+:4]=[C-:5]1)[C:6]2([H:11])[H:12],"InChI=1S/C5H6O/c1-2-4-3(1)6-5(2)4/h2-5H,1H2/t2-,3+,4-,5-/m1/s1","InChI=1S/C5H6O/c1-2-6-5-3-4(1)5/h4-5H,1,3H2/t4-,5+/m1/s1",63.18569,4.30668,
5637,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[O:4][C@:5]1([H:11])[C@@:6]23[H:12],[C:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[O+:4]=[C-:5][C@@:6]12[H:12])([H:7])([H:8])[H:11],"InChI=1S/C5H6O/c1-2-4-3(1)6-5(2)4/h2-5H,1H2/t2-,3+,4-,5-/m1/s1","InChI=1S/C5H6O/c1-3-4-2-6-5(3)4/h3-5H,1H3/t3-,4+,5-/m1/s1",62.25251,30.133459999999996,
5638,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[O:4][C@:5]1([H:11])[C@@:6]23[H:12],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]([H:10])([O:4]1)[C@:6]2([C:5][H:11])[H:12],"InChI=1S/C5H6O/c1-2-4-3(1)6-5(2)4/h2-5H,1H2/t2-,3+,4-,5-/m1/s1","InChI=1S/C5H6O/c1-3-4-2-6-5(3)4/h1,3-5H,2H2/t3-,4+,5-/m0/s1",105.87916000000001,61.11006,
5639,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[O:4][C@:5]1([H:11])[C@@:6]23[H:12],[C:1]1([H:7])([H:8])[C:2]([H:9])([H:12])[C@@:3]2([H:10])[O:4][C@:5]1([H:11])[C:6]2,"InChI=1S/C5H6O/c1-2-4-3(1)6-5(2)4/h2-5H,1H2/t2-,3+,4-,5-/m1/s1","InChI=1S/C5H6O/c1-2-5-3-4(1)6-5/h4-5H,1-2H2/t4-,5+",52.7365,26.3222,
5640,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[O:4][C@:5]1([H:11])[C@@:6]23[H:12],[C:1]1([H:7])([H:8])[C@@:3]2([H:10])[O:4][C@:5]1([H:11])[C@:6]2([C:2][H:9])[H:12],"InChI=1S/C5H6O/c1-2-4-3(1)6-5(2)4/h2-5H,1H2/t2-,3+,4-,5-/m1/s1","InChI=1S/C5H6O/c1-3-4-2-5(3)6-4/h1,3-5H,2H2/t3-,4+,5-",112.89103,81.18786,
5641,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[O:4][C@:5]1([H:11])[C@@:6]23[H:12],[C:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[H:10])([H:9])[C:6]([H:12])=[C:5]1[H:11],"InChI=1S/C5H6O/c1-2-4-3(1)6-5(2)4/h2-5H,1H2/t2-,3+,4-,5-/m1/s1","InChI=1S/C5H6O/c6-4-5-2-1-3-5/h1-2,4-5H,3H2/t5-/m0/s1",32.92089,-34.01624,
5642,[C:1](#[C:2][C:3]([C:4]1([H:10])[C:5]([H:11])([H:12])[C:6]1([H:13])[H:14])([H:8])[H:9])[H:7],[C+:1](=[C:2]=[C-:3][H:9])[H:7].[C:4]1([H:8])([H:10])[C:5]([H:11])([H:12])[C:6]1([H:13])[H:14],"InChI=1S/C6H8/c1-2-3-6-4-5-6/h1,6H,3-5H2",InChI=1S/C3H6.C3H2/c1-2-3-1;1-3-2/h1-3H2;1-2H,91.12002,89.59151999999999,
5643,[C:1](#[C:2][C:3]([C:4]1([H:10])[C:5]([H:11])([H:12])[C:6]1([H:13])[H:14])([H:8])[H:9])[H:7],[C:1](=[C:2]1[C:3]([H:8])([H:9])[C:4]12[C:5]([H:11])([H:12])[C:6]2([H:13])[H:14])([H:7])[H:10],"InChI=1S/C6H8/c1-2-3-6-4-5-6/h1,6H,3-5H2",InChI=1S/C6H8/c1-5-4-6(5)2-3-6/h1-4H2,80.54683,10.80333,
5644,[C:1](#[C:2][C:3]([C:4]1([H:10])[C:5]([H:11])([H:12])[C:6]1([H:13])[H:14])([H:8])[H:9])[H:7],[C:1](#[C:2][C:3]([C:4]([C:5](=[C:6]([H:13])[H:14])[H:12])([H:10])[H:11])([H:8])[H:9])[H:7],"InChI=1S/C6H8/c1-2-3-6-4-5-6/h1,6H,3-5H2","InChI=1S/C6H8/c1-3-5-6-4-2/h1,4H,2,5-6H2",65.6613,-5.76582,
5645,[C:1](#[C:2][C:3]([C:4]1([H:10])[C:5]([H:11])([H:12])[C:6]1([H:13])[H:14])([H:8])[H:9])[H:7],[C:1](=[C:2]=[C:3]([H:8])[H:9])([H:7])[H:13].[C:4]1([H:10])=[C:6]([H:14])[C:5]1([H:11])[H:12],"InChI=1S/C6H8/c1-2-3-6-4-5-6/h1,6H,3-5H2","InChI=1S/2C3H4/c1-2-3-1;1-3-2/h1-2H,3H2;1-2H2",68.80227,47.05301,Retroene
5646,[C:1](#[C:2][C:3]([C:4]1([H:10])[C:5]([H:11])([H:12])[C:6]1([H:13])[H:14])([H:8])[H:9])[H:7],[C:1](=[C:2])([C:3]([C:4]1([H:10])[C:5]([H:11])([H:12])[C:6]1([H:13])[H:14])([H:8])[H:9])[H:7],"InChI=1S/C6H8/c1-2-3-6-4-5-6/h1,6H,3-5H2","InChI=1S/C6H8/c1-2-3-6-4-5-6/h2,6H,3-5H2",59.41165,46.618120000000005,Singlet_Carbene_Intra_Disproportionation
5647,[C:1](#[C:2][C:3]([C:4]1([H:10])[C:5]([H:11])([H:12])[C:6]1([H:13])[H:14])([H:8])[H:9])[H:7],[C:1](=[C:2]=[C:3]([H:8])[H:9])([C:6]([C:4](=[C:5]([H:11])[H:12])[H:10])([H:13])[H:14])[H:7],"InChI=1S/C6H8/c1-2-3-6-4-5-6/h1,6H,3-5H2","InChI=1S/C6H8/c1-3-5-6-4-2/h3,6H,1-2,5H2",59.837759999999996,-7.085,
5648,[C:1](#[C:2][C:3]([C:4]1([H:10])[C:5]([H:11])([H:12])[C:6]1([H:13])[H:14])([H:8])[H:9])[H:7],[C:1](#[C:2][C:3]([C:4][C:5]([C:6]([H:10])([H:13])[H:14])([H:11])[H:12])([H:8])[H:9])[H:7],"InChI=1S/C6H8/c1-2-3-6-4-5-6/h1,6H,3-5H2","InChI=1S/C6H8/c1-3-5-6-4-2/h1H,4-5H2,2H3",66.79953,63.72235,
5649,[C:1](#[C:2][C:3]([C:4]1([H:10])[C:5]([H:11])([H:12])[C:6]1([H:13])[H:14])([H:8])[H:9])[H:7],[C:1](=[C:2]=[C:3]([C:4]1([H:10])[C:5]([H:11])([H:12])[C:6]1([H:13])[H:14])[H:9])([H:7])[H:8],"InChI=1S/C6H8/c1-2-3-6-4-5-6/h1,6H,3-5H2","InChI=1S/C6H8/c1-2-3-6-4-5-6/h3,6H,1,4-5H2",77.84934,-1.4073799999999999,
5650,[C:1]([O:2][C:3]1([H:10])[C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:9],[C-:1]([O+:2]=[C:3]([C:6]([O:5][C:4]([H:8])([H:11])[H:12])([H:13])[H:14])[H:10])([H:7])[H:9],"InChI=1S/C4H8O2/c1-5-4-2-6-3-4/h4H,2-3H2,1H3","InChI=1S/C4H8O2/c1-5-3-4-6-2/h3H,1,4H2,2H3",80.40397,47.73498,
5651,[C:1]([O:2][C:3]1([H:10])[C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:9],[C:1]([O:2][C@@:3]1([H:10])[C-:4]=[O+:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:9].[H:11][H:12],"InChI=1S/C4H8O2/c1-5-4-2-6-3-4/h4H,2-3H2,1H3","InChI=1S/C4H6O2.H2/c1-5-4-2-6-3-4;/h4H,2H2,1H3;1H/t4-;/m1./s1",85.03884000000001,68.43918000000001,
5652,[C:1]([O:2][C:3]1([H:10])[C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:9],[C:1]([O:5][C:6]([C@@:3]([O-:2])([C+:4]([H:11])[H:12])[H:10])([H:13])[H:14])([H:7])([H:8])[H:9],"InChI=1S/C4H8O2/c1-5-4-2-6-3-4/h4H,2-3H2,1H3","InChI=1S/C4H8O2/c1-4(5)3-6-2/h4H,1,3H2,2H3/t4-/m0/s1",86.56714000000001,58.22362,
5653,[C:1]([O:2][C:3]1([H:10])[C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:9],[C:1]([O:2][C:6]([C@@:3]1([H:10])[C:4]([H:11])([H:12])[O:5]1)([H:13])[H:14])([H:7])([H:8])[H:9],"InChI=1S/C4H8O2/c1-5-4-2-6-3-4/h4H,2-3H2,1H3","InChI=1S/C4H8O2/c1-5-2-4-3-6-4/h4H,2-3H2,1H3/t4-/m0/s1",75.35365999999999,2.05495,
5654,[C:1]([O:2][C:3]1([H:10])[C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:9],[C:1]([O:2][C@@:3]([C:4][H:11])([C:6]([O:5][H:12])([H:13])[H:14])[H:10])([H:7])([H:8])[H:9],"InChI=1S/C4H8O2/c1-5-4-2-6-3-4/h4H,2-3H2,1H3","InChI=1S/C4H8O2/c1-4(3-5)6-2/h1,4-5H,3H2,2H3/t4-/m0/s1",72.19536,68.88538,
5655,[C:1]([O:2][C:3]1([H:10])[C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:9],[C-:1]([O+:2]=[C:3]1[C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14])([H:7])[H:9].[H:8][H:10],"InChI=1S/C4H8O2/c1-5-4-2-6-3-4/h4H,2-3H2,1H3",InChI=1S/C4H6O2.H2/c1-5-4-2-6-3-4;/h1-3H2;1H,80.13695,79.68829000000001,
5656,[C:1]([O:2][C:3]1([H:10])[C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:9],[C:1]([O:2][H:13])([H:7])([H:8])[H:9].[C:3]1([H:10])=[C:6]([H:14])[O:5][C:4]1([H:11])[H:12],"InChI=1S/C4H8O2/c1-5-4-2-6-3-4/h4H,2-3H2,1H3","InChI=1S/C3H4O.CH4O/c1-2-4-3-1;1-2/h1-2H,3H2;2H,1H3",75.35918000000001,18.39245,"1,3_Insertion_ROR"
5657,[C:1]([O:2][C:3]1([H:10])[C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:9],[C:1]([O:2][C:3]([C:6]([O+:5]=[C-:4][H:11])([H:13])[H:14])([H:10])[H:12])([H:7])([H:8])[H:9],"InChI=1S/C4H8O2/c1-5-4-2-6-3-4/h4H,2-3H2,1H3","InChI=1S/C4H8O2/c1-5-3-4-6-2/h1H,3-4H2,2H3",78.40661999999999,48.68411,
5658,[C:1]([O:2][C:3]1([H:10])[C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:9],[C:1]([O:2][C:3](=[C:6]([H:13])[H:14])[H:10])([H:7])([H:8])[H:9].[C:4](=[O:5])([H:11])[H:12],"InChI=1S/C4H8O2/c1-5-4-2-6-3-4/h4H,2-3H2,1H3","InChI=1S/C3H6O.CH2O/c1-3-4-2;1-2/h3H,1H2,2H3;1H2",67.98571,3.8561199999999998,2+2_cycloaddition
5659,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[c:6]1[H:12])([H:7])[H:8],[N:1](=[C:2]1/[C:3]([H:7])([H:9])[N:4]([H:10])[C:5]([H:11])=[C:6]1[H:12])\[H:8],"InChI=1S/C4H6N2/c5-4-1-2-6-3-4/h1-3,6H,5H2","InChI=1S/C4H6N2/c5-4-1-2-6-3-4/h1-2,5-6H,3H2/b5-4+",73.21639,10.42195,
5660,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[c:6]1[H:12])([H:7])[H:8],[N+:1]([C:2]1=[C:6]=[C:5]([H:11])[N:4]([H:10])[C-:3]1[H:9])([H:7])([H:8])[H:12],"InChI=1S/C4H6N2/c5-4-1-2-6-3-4/h1-3,6H,5H2","InChI=1S/C4H5N2/c5-4-1-2-6-3-4/h2-3,6H,5H2/q-1/p+1",79.55,74.56973,
5661,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[c:6]1[H:12])([H:7])[H:8],[N:1]([C:2]1=[C:3]([H:9])[N:4]=[C:5]([H:11])[C:6]1([H:10])[H:12])([H:7])[H:8],"InChI=1S/C4H6N2/c5-4-1-2-6-3-4/h1-3,6H,5H2","InChI=1S/C4H6N2/c5-4-1-2-6-3-4/h2-3H,1,5H2",42.19321,11.28871,
5662,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[c:6]1[H:12])([H:7])[H:8],[N:1]([C:2]1=[C-:3][N+:4]([H:9])([H:10])[C:5]([H:11])=[C:6]1[H:12])([H:7])[H:8],"InChI=1S/C4H6N2/c5-4-1-2-6-3-4/h1-3,6H,5H2","InChI=1S/C4H6N2/c5-4-1-2-6-3-4/h1-2H,5-6H2",82.22585,70.9353,
5663,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[c:6]1[H:12])([H:7])[H:8],[N:1]([C:2]1=[C:6]([H:12])[C:5]([H:10])([H:11])[N:4]=[C:3]1[H:9])([H:7])[H:8],"InChI=1S/C4H6N2/c5-4-1-2-6-3-4/h1-3,6H,5H2","InChI=1S/C4H6N2/c5-4-1-2-6-3-4/h1,3H,2,5H2",41.9784,8.83281,
5664,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[c:6]1[H:12])([H:7])[H:8],[N:1]([C:2](/[C:3](=[N:4]/[H:10])[H:9])=[C:6]=[C:5]([H:11])[H:12])([H:7])[H:8],"InChI=1S/C4H6N2/c5-4-1-2-6-3-4/h1-3,6H,5H2","InChI=1S/C4H6N2/c1-2-4(6)3-5/h3,5H,1,6H2/b5-3+",105.52474,41.71642,
5665,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[c:6]1[H:12])([H:7])[H:8],[N:1]([C:2]1=[C:3]([H:9])[N:4]([H:10])[C:5][C:6]1([H:11])[H:12])([H:7])[H:8],"InChI=1S/C4H6N2/c5-4-1-2-6-3-4/h1-3,6H,5H2","InChI=1S/C4H6N2/c5-4-1-2-6-3-4/h3,6H,1,5H2",61.58701,45.39293,Singlet_Carbene_Intra_Disproportionation
5666,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[c:6]1[H:12])([H:7])[H:8],[N:1]([C:2]1=[C:3]([H:9])[N+:4]([H:10])([H:11])[C-:5]=[C:6]1[H:12])([H:7])[H:8],"InChI=1S/C4H6N2/c5-4-1-2-6-3-4/h1-3,6H,5H2","InChI=1S/C4H6N2/c5-4-1-2-6-3-4/h1,3H,5-6H2",81.88428,67.02535999999999,
